tempo_s,freq_khz,potencia_db_rel
0.472,1.375,-41.743362
0.552,1.375,-40.855732
0.624,1.375,-70
0.704,1.375,-54.529709
0.776,1.375,-43.633114
0.856,1.375,-36.255894
0.928,1.375,-20.585716
1.008,1.375,-48.191776
1.08,1.375,-53.244637
1.16,1.375,-52.324722
1.232,1.375,-70
1.312,1.375,-31.920319
1.384,1.375,-52.545479
1.464,1.375,-46.090927
1.536,1.375,-58.658188
1.616,1.375,-70
1.688,1.375,-60.520592
1.768,1.375,-33.823071
1.84,1.375,-65.114487
1.92,1.375,-59.71106
1.992,1.375,-52.996895
2.072,1.375,-58.581551
2.144,1.375,-68.218307
2.224,1.375,-53.253036
2.296,1.375,-55.411041
2.376,1.375,-53.836159
2.448,1.375,-39.223179
2.528,1.375,-51.399635
2.6,1.375,-57.519867
2.68,1.375,-52.842453
2.752,1.375,-55.461876
2.832,1.375,-15.766063
2.904,1.375,-29.118443
2.984,1.375,-48.617817
0.016,1.53125,-70
0.096,1.53125,-70
0.168,1.53125,-70
0.248,1.53125,-70
0.32,1.53125,-37.763794
0.4,1.53125,-60.742195
0.472,1.53125,-34.969593
0.552,1.53125,-43.84388
0.624,1.53125,-70
0.704,1.53125,-62.624947
0.776,1.53125,-39.996941
0.856,1.53125,-24.957291
0.928,1.53125,-30.862614
1.008,1.53125,-38.080818
1.08,1.53125,-54.277679
1.16,1.53125,-40.866173
1.232,1.53125,-70
1.312,1.53125,-33.929977
1.384,1.53125,-56.860649
1.464,1.53125,-54.02198
1.536,1.53125,-63.294327
1.616,1.53125,-70
1.688,1.53125,-47.004742
1.768,1.53125,-23.337486
1.84,1.53125,-43.168518
1.92,1.53125,-53.146843
1.992,1.53125,-58.823082
2.072,1.53125,-68.58828
2.144,1.53125,-62.28096
2.224,1.53125,-42.586761
2.296,1.53125,-65.340645
2.376,1.53125,-55.022629
2.448,1.53125,-44.13834
2.528,1.53125,-48.377987
2.6,1.53125,-54.273674
2.68,1.53125,-52.048218
2.752,1.53125,-49.827351
2.832,1.53125,-31.830936
2.904,1.53125,-31.978134
2.984,1.53125,-52.709984
0.016,1.6875,-70
0.096,1.6875,-70
0.168,1.6875,-70
0.248,1.6875,-70
0.32,1.6875,-31.994156
0.4,1.6875,-52.9786
0.472,1.6875,-26.706402
0.552,1.6875,-51.448189
0.624,1.6875,-70
0.704,1.6875,-57.398918
0.776,1.6875,-41.722717
0.856,1.6875,-44.566162
0.928,1.6875,-34.10183
1.008,1.6875,-36.865005
1.08,1.6875,-49.581791
1.16,1.6875,-43.188965
1.232,1.6875,-70
1.312,1.6875,-36.920761
1.384,1.6875,-56.610687
1.464,1.6875,-61.4851
1.536,1.6875,-62.4412
1.616,1.6875,-70
1.688,1.6875,-44.584496
1.768,1.6875,-13.857692
1.84,1.6875,-38.120693
1.92,1.6875,-45.074764
1.992,1.6875,-51.747459
2.072,1.6875,-63.131569
2.144,1.6875,-67.66497
2.224,1.6875,-41.144005
2.296,1.6875,-58.000061
2.376,1.6875,-56.26796
2.448,1.6875,-39.250465
2.528,1.6875,-54.194229
2.6,1.6875,-57.925255
2.68,1.6875,-53.483856
2.752,1.6875,-49.242168
2.832,1.6875,-36.949635
2.904,1.6875,-21.02404
2.984,1.6875,-41.747787
0.016,1.875,-70
0.096,1.875,-70
0.168,1.875,-70
0.248,1.875,-70
0.32,1.875,-20.148178
0.4,1.875,-30.655426
0.472,1.875,-29.640381
0.552,1.875,-44.757328
0.624,1.875,-70
0.704,1.875,-57.566475
0.776,1.875,-52.110321
0.856,1.875,-34.18998
0.928,1.875,-24.318344
1.008,1.875,-50.068275
1.08,1.875,-43.211441
1.16,1.875,-50.334492
1.232,1.875,-70
1.312,1.875,-34.980225
1.384,1.875,-55.043091
1.464,1.875,-64.15152
1.536,1.875,-63.503365
1.616,1.875,-70
1.688,1.875,-50.209961
1.768,1.875,-35.650173
1.84,1.875,-24.12376
1.92,1.875,-40.948357
1.992,1.875,-49.859692
2.072,1.875,-67.793648
2.144,1.875,-66.787483
2.224,1.875,-47.226521
2.296,1.875,-62.682899
2.376,1.875,-42.723801
2.448,1.875,-59.399117
2.528,1.875,-70
2.6,1.875,-56.311829
2.68,1.875,-57.006775
2.752,1.875,-49.292454
2.832,1.875,-44.871643
2.904,1.875,-54.191368
2.984,1.875,-29.9842
0.016,2.03125,-70
0.096,2.03125,-70
0.168,2.03125,-70
0.248,2.03125,-70
0.32,2.03125,-14.861514
0.4,2.03125,-20.24168
0.472,2.03125,-34.411411
0.552,2.03125,-58.971184
0.624,2.03125,-70
0.704,2.03125,-50.258373
0.776,2.03125,-54.040039
0.856,2.03125,-38.427624
0.928,2.03125,-27.619919
1.008,2.03125,-41.884884
1.08,2.03125,-67.786064
1.16,2.03125,-48.106136
1.232,2.03125,-70
1.312,2.03125,-37.024227
1.384,2.03125,-66.226395
1.464,2.03125,-61.311699
1.536,2.03125,-61.915939
1.616,2.03125,-70
1.688,2.03125,-48.644924
1.768,2.03125,-35.425507
1.84,2.03125,-33.490368
1.92,2.03125,-38.514076
1.992,2.03125,-33.622494
2.072,2.03125,-54.244568
2.144,2.03125,-70
2.224,2.03125,-51.378998
2.296,2.03125,-60.03968
2.376,2.03125,-47.027592
2.448,2.03125,-56.396667
2.528,2.03125,-51.796547
2.6,2.03125,-63.026474
2.68,2.03125,-53.346298
2.752,2.03125,-48.813446
2.832,2.03125,-43.126923
2.904,2.03125,-46.561249
2.984,2.03125,-34.458923
0.016,2.21875,-70
0.096,2.21875,-70
0.168,2.21875,-70
0.248,2.21875,-70
0.32,2.21875,-33.560959
0.4,2.21875,-35.275131
0.472,2.21875,-39.569321
0.552,2.21875,-55.549301
0.624,2.21875,-70
0.704,2.21875,-45.229778
0.776,2.21875,-49.456841
0.856,2.21875,-59.640427
0.928,2.21875,-40.426601
1.008,2.21875,-56.100914
1.08,2.21875,-52.550064
1.16,2.21875,-54.216423
1.232,2.21875,-70
1.312,2.21875,-36.597881
1.384,2.21875,-61.007889
1.464,2.21875,-61.798203
1.536,2.21875,-60.975815
1.616,2.21875,-70
1.688,2.21875,-61.647575
1.768,2.21875,-41.054588
1.84,2.21875,-33.842476
1.92,2.21875,-48.937702
