block_id,write_us,write_interval_ms,source_ring_before_samples,source_ring_after_samples,driver_depth_before,driver_depth_after
117,0.800000,20.027400,15360,14400,1,2
118,0.800000,20.018700,15360,14400,1,2
119,0.900000,20.020700,15360,14400,1,2
120,0.700000,20.019400,15360,14400,1,2
121,0.700000,19.160500,15360,14400,1,2
122,0.800000,20.024200,15360,14400,1,2
123,0.700000,20.081700,15360,14400,1,2
124,0.700000,20.025900,15360,14400,1,2
125,0.600000,20.085100,15360,14400,1,2
126,0.900000,20.016900,15360,14400,1,2
127,0.900000,20.018500,15360,14400,1,2
128,0.700000,20.023000,15360,14400,1,2
129,0.900000,20.020700,15360,14400,1,2
130,0.700000,20.022200,15360,14400,1,2
131,0.700000,20.017400,15360,14400,1,2
132,1.000000,20.097500,15360,14400,1,2
133,0.800000,20.058600,15360,14400,1,2
134,0.800000,20.032000,15360,14400,1,2
135,0.800000,20.098200,15360,14400,1,2
136,1.300000,20.096300,15360,14400,1,2
137,0.800000,20.079100,15360,14400,1,2
138,0.800000,20.026700,15360,14400,1,2
139,0.800000,20.022500,15360,14400,1,2
140,1.100000,20.064100,15360,14400,1,2
141,1.100000,19.095100,15360,14400,1,2
142,1.000000,20.059400,15360,14400,1,2
143,0.500000,20.031000,15360,14400,1,2
144,0.500000,20.028000,15360,14400,1,2
145,1.100000,20.080900,15360,14400,1,2
146,0.800000,20.032300,15360,14400,1,2
147,0.900000,20.032500,15360,14400,1,2
148,1.100000,20.032800,15360,14400,1,2
149,0.900000,20.026800,15360,14400,1,2
150,0.800000,20.078700,15360,14400,1,2
151,0.900000,20.069800,15360,14400,1,2
152,0.900000,20.126400,15360,14400,1,2
153,1.000000,20.190800,15360,14400,1,2
154,0.800000,20.058700,15360,14400,1,2
155,0.900000,20.031400,15360,14400,1,2
156,0.900000,19.720200,15360,14400,1,2
157,0.800000,20.020000,15360,14400,1,2
158,0.700000,20.021700,15360,14400,1,2
159,0.400000,20.049100,15360,14400,1,2
160,1.100000,20.079500,15360,14400,1,2
161,1.600000,20.091200,15360,14880,1,2
162,0.800000,19.103000,15360,14400,1,2
163,0.900000,20.082600,15360,14400,1,2
164,1.000000,20.032900,15360,14400,1,2
165,0.800000,20.068000,15360,14400,1,2
166,0.700000,20.020400,15360,14400,1,2
167,0.800000,20.019100,15360,14400,1,2
168,1.000000,20.034500,15360,14400,1,2
169,0.800000,20.020200,15360,14400,1,2
170,1.200000,20.026900,15360,14400,1,2
171,0.800000,20.022200,15360,14400,1,2
172,0.700000,20.034100,15360,14400,1,2
173,0.800000,20.107500,15360,14400,1,2
174,0.700000,20.020200,15360,14400,1,2
175,0.700000,20.019500,15360,14400,1,2
176,1.100000,20.032500,15360,14880,1,2
177,0.600000,20.091400,15360,14400,1,2
178,0.800000,20.049300,15360,14400,1,2
179,1.100000,20.031700,15360,14400,1,2
